itr.,error,수정전Date&Time,년,월,일,시각,시간,Date&Time,수위(m),유량(㎥/sec),해발표고,경주ASOS,토함산AWS,Unnamed: 14,시작,45852.375,끝,45994.958333333336,Unnamed: 19,142.58333333333576,28.516666666667152
192,09:00:00,2025-07-22,2025,7,22,9,2025-07-22 09,2025-07-22 09:00:00,3.08,5.07,7.82,,0.0,,,,,,,,
193,10:00:00,2025-07-22,2025,7,22,10,2025-07-22 10,2025-07-22 10:00:00,3.08,5.07,7.82,,0.0,,,,,,,,
194,11:00:00,2025-07-22,2025,7,22,11,2025-07-22 11,2025-07-22 11:00:00,3.09,5.43,7.83,,0.0,,,,,,,,
195,12:00:00,2025-07-22,2025,7,22,12,2025-07-22 12,2025-07-22 12:00:00,3.09,5.43,7.83,,0.0,,,,,,,,
196,13:00:00,2025-07-22,2025,7,22,13,2025-07-22 13,2025-07-22 13:00:00,3.09,5.43,7.83,,0.0,,,,,,,,
197,14:00:00,2025-07-22,2025,7,22,14,2025-07-22 14,2025-07-22 14:00:00,3.09,5.43,7.83,,0.0,,,,,,,,
198,15:00:00,2025-07-22,2025,7,22,15,2025-07-22 15,2025-07-22 15:00:00,3.08,5.07,7.82,,0.0,,,,,,,,
199,16:00:00,2025-07-22,2025,7,22,16,2025-07-22 16,2025-07-22 16:00:00,3.08,5.07,7.82,,0.0,,,,,,,,
200,17:00:00,2025-07-22,2025,7,22,17,2025-07-22 17,2025-07-22 17:00:00,3.08,5.07,7.82,,0.0,,,,,,,,
201,18:00:00,2025-07-22,2025,7,22,18,2025-07-22 18,2025-07-22 18:00:00,3.07,4.716,7.81,,0.0,,,,,,,,
202,19:00:00,2025-07-22,2025,7,22,19,2025-07-22 19,2025-07-22 19:00:00,3.06,4.367,7.8,,0.0,,,,,,,,
203,20:00:00,2025-07-22,2025,7,22,20,2025-07-22 20,2025-07-22 20:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
204,21:00:00,2025-07-22,2025,7,22,21,2025-07-22 21,2025-07-22 21:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
205,22:00:00,2025-07-22,2025,7,22,22,2025-07-22 22,2025-07-22 22:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
206,23:00:00,2025-07-22,2025,7,22,23,2025-07-22 23,2025-07-22 23:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
207,00:00:00,2025-07-23,2025,7,23,0,2025-07-23 00,2025-07-23 00:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
208,01:00:00,2025-07-23,2025,7,23,1,2025-07-23 01,2025-07-23 01:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
209,02:00:00,2025-07-23,2025,7,23,2,2025-07-23 02,2025-07-23 02:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
210,03:00:00,2025-07-23,2025,7,23,3,2025-07-23 03,2025-07-23 03:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
211,04:00:00,2025-07-23,2025,7,23,4,2025-07-23 04,2025-07-23 04:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
212,05:00:00,2025-07-23,2025,7,23,5,2025-07-23 05,2025-07-23 05:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
213,06:00:00,2025-07-23,2025,7,23,6,2025-07-23 06,2025-07-23 06:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
214,07:00:00,2025-07-23,2025,7,23,7,2025-07-23 07,2025-07-23 07:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
215,08:00:00,2025-07-23,2025,7,23,8,2025-07-23 08,2025-07-23 08:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
216,09:00:00,2025-07-23,2025,7,23,9,2025-07-23 09,2025-07-23 09:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
217,10:00:00,2025-07-23,2025,7,23,10,2025-07-23 10,2025-07-23 10:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
218,11:00:00,2025-07-23,2025,7,23,11,2025-07-23 11,2025-07-23 11:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
219,12:00:00,2025-07-23,2025,7,23,12,2025-07-23 12,2025-07-23 12:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
220,13:00:00,2025-07-23,2025,7,23,13,2025-07-23 13,2025-07-23 13:00:00,3.06,4.367,7.8,,0.0,,,,,,,,
221,14:00:00,2025-07-23,2025,7,23,14,2025-07-23 14,2025-07-23 14:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
222,15:00:00,2025-07-23,2025,7,23,15,2025-07-23 15,2025-07-23 15:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
223,16:00:00,2025-07-23,2025,7,23,16,2025-07-23 16,2025-07-23 16:00:00,3.05,4.024,7.79,,0.0,,,,,,,,
224,17:00:00,2025-07-23,2025,7,23,17,2025-07-23 17,2025-07-23 17:00:00,3.04,3.688,7.78,,0.0,,,,,,,,
225,18:00:00,2025-07-23,2025,7,23,18,2025-07-23 18,2025-07-23 18:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
226,19:00:00,2025-07-23,2025,7,23,19,2025-07-23 19,2025-07-23 19:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
227,20:00:00,2025-07-23,2025,7,23,20,2025-07-23 20,2025-07-23 20:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
228,21:00:00,2025-07-23,2025,7,23,21,2025-07-23 21,2025-07-23 21:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
229,22:00:00,2025-07-23,2025,7,23,22,2025-07-23 22,2025-07-23 22:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
230,23:00:00,2025-07-23,2025,7,23,23,2025-07-23 23,2025-07-23 23:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
231,00:00:00,2025-07-24,2025,7,24,0,2025-07-24 00,2025-07-24 00:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
232,01:00:00,2025-07-24,2025,7,24,1,2025-07-24 01,2025-07-24 01:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
233,02:00:00,2025-07-24,2025,7,24,2,2025-07-24 02,2025-07-24 02:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
234,03:00:00,2025-07-24,2025,7,24,3,2025-07-24 03,2025-07-24 03:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
235,04:00:00,2025-07-24,2025,7,24,4,2025-07-24 04,2025-07-24 04:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
236,05:00:00,2025-07-24,2025,7,24,5,2025-07-24 05,2025-07-24 05:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
237,06:00:00,2025-07-24,2025,7,24,6,2025-07-24 06,2025-07-24 06:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
238,07:00:00,2025-07-24,2025,7,24,7,2025-07-24 07,2025-07-24 07:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
239,08:00:00,2025-07-24,2025,7,24,8,2025-07-24 08,2025-07-24 08:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
240,09:00:00,2025-07-24,2025,7,24,9,2025-07-24 09,2025-07-24 09:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
241,10:00:00,2025-07-24,2025,7,24,10,2025-07-24 10,2025-07-24 10:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
242,11:00:00,2025-07-24,2025,7,24,11,2025-07-24 11,2025-07-24 11:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
243,12:00:00,2025-07-24,2025,7,24,12,2025-07-24 12,2025-07-24 12:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
244,13:00:00,2025-07-24,2025,7,24,13,2025-07-24 13,2025-07-24 13:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
245,14:00:00,2025-07-24,2025,7,24,14,2025-07-24 14,2025-07-24 14:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
246,15:00:00,2025-07-24,2025,7,24,15,2025-07-24 15,2025-07-24 15:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
247,16:00:00,2025-07-24,2025,7,24,16,2025-07-24 16,2025-07-24 16:00:00,3.03,3.357,7.77,,0.0,,,,,,,,
248,17:00:00,2025-07-24,2025,7,24,17,2025-07-24 17,2025-07-24 17:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
249,18:00:00,2025-07-24,2025,7,24,18,2025-07-24 18,2025-07-24 18:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
250,19:00:00,2025-07-24,2025,7,24,19,2025-07-24 19,2025-07-24 19:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
251,20:00:00,2025-07-24,2025,7,24,20,2025-07-24 20,2025-07-24 20:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
252,21:00:00,2025-07-24,2025,7,24,21,2025-07-24 21,2025-07-24 21:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
253,22:00:00,2025-07-24,2025,7,24,22,2025-07-24 22,2025-07-24 22:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
254,23:00:00,2025-07-24,2025,7,24,23,2025-07-24 23,2025-07-24 23:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
255,00:00:00,2025-07-25,2025,7,25,0,2025-07-25 00,2025-07-25 00:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
256,01:00:00,2025-07-25,2025,7,25,1,2025-07-25 01,2025-07-25 01:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
257,02:00:00,2025-07-25,2025,7,25,2,2025-07-25 02,2025-07-25 02:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
258,03:00:00,2025-07-25,2025,7,25,3,2025-07-25 03,2025-07-25 03:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
259,04:00:00,2025-07-25,2025,7,25,4,2025-07-25 04,2025-07-25 04:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
260,05:00:00,2025-07-25,2025,7,25,5,2025-07-25 05,2025-07-25 05:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
261,06:00:00,2025-07-25,2025,7,25,6,2025-07-25 06,2025-07-25 06:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
262,07:00:00,2025-07-25,2025,7,25,7,2025-07-25 07,2025-07-25 07:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
263,08:00:00,2025-07-25,2025,7,25,8,2025-07-25 08,2025-07-25 08:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
264,09:00:00,2025-07-25,2025,7,25,9,2025-07-25 09,2025-07-25 09:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
265,10:00:00,2025-07-25,2025,7,25,10,2025-07-25 10,2025-07-25 10:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
266,11:00:00,2025-07-25,2025,7,25,11,2025-07-25 11,2025-07-25 11:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
267,12:00:00,2025-07-25,2025,7,25,12,2025-07-25 12,2025-07-25 12:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
268,13:00:00,2025-07-25,2025,7,25,13,2025-07-25 13,2025-07-25 13:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
269,14:00:00,2025-07-25,2025,7,25,14,2025-07-25 14,2025-07-25 14:00:00,3.02,3.033,7.76,,0.0,,,,,,,,
270,15:00:00,2025-07-25,2025,7,25,15,2025-07-25 15,2025-07-25 15:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
271,16:00:00,2025-07-25,2025,7,25,16,2025-07-25 16,2025-07-25 16:00:00,3.01,2.717,7.75,,0.0,,,,,,,,
272,17:00:00,2025-07-25,2025,7,25,17,2025-07-25 17,2025-07-25 17:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
273,18:00:00,2025-07-25,2025,7,25,18,2025-07-25 18,2025-07-25 18:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
274,19:00:00,2025-07-25,2025,7,25,19,2025-07-25 19,2025-07-25 19:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
275,20:00:00,2025-07-25,2025,7,25,20,2025-07-25 20,2025-07-25 20:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
276,21:00:00,2025-07-25,2025,7,25,21,2025-07-25 21,2025-07-25 21:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
277,22:00:00,2025-07-25,2025,7,25,22,2025-07-25 22,2025-07-25 22:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
278,23:00:00,2025-07-25,2025,7,25,23,2025-07-25 23,2025-07-25 23:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
279,00:00:00,2025-07-26,2025,7,26,0,2025-07-26 00,2025-07-26 00:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
280,01:00:00,2025-07-26,2025,7,26,1,2025-07-26 01,2025-07-26 01:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
281,02:00:00,2025-07-26,2025,7,26,2,2025-07-26 02,2025-07-26 02:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
282,03:00:00,2025-07-26,2025,7,26,3,2025-07-26 03,2025-07-26 03:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
283,04:00:00,2025-07-26,2025,7,26,4,2025-07-26 04,2025-07-26 04:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
284,05:00:00,2025-07-26,2025,7,26,5,2025-07-26 05,2025-07-26 05:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
285,06:00:00,2025-07-26,2025,7,26,6,2025-07-26 06,2025-07-26 06:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
286,07:00:00,2025-07-26,2025,7,26,7,2025-07-26 07,2025-07-26 07:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
287,08:00:00,2025-07-26,2025,7,26,8,2025-07-26 08,2025-07-26 08:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
288,09:00:00,2025-07-26,2025,7,26,9,2025-07-26 09,2025-07-26 09:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
289,10:00:00,2025-07-26,2025,7,26,10,2025-07-26 10,2025-07-26 10:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
290,11:00:00,2025-07-26,2025,7,26,11,2025-07-26 11,2025-07-26 11:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
291,12:00:00,2025-07-26,2025,7,26,12,2025-07-26 12,2025-07-26 12:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
292,13:00:00,2025-07-26,2025,7,26,13,2025-07-26 13,2025-07-26 13:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
293,14:00:00,2025-07-26,2025,7,26,14,2025-07-26 14,2025-07-26 14:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
294,15:00:00,2025-07-26,2025,7,26,15,2025-07-26 15,2025-07-26 15:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
295,16:00:00,2025-07-26,2025,7,26,16,2025-07-26 16,2025-07-26 16:00:00,3.0,2.408,7.74,,0.0,,,,,,,,
296,17:00:00,2025-07-26,2025,7,26,17,2025-07-26 17,2025-07-26 17:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
297,18:00:00,2025-07-26,2025,7,26,18,2025-07-26 18,2025-07-26 18:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
298,19:00:00,2025-07-26,2025,7,26,19,2025-07-26 19,2025-07-26 19:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
299,20:00:00,2025-07-26,2025,7,26,20,2025-07-26 20,2025-07-26 20:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
300,21:00:00,2025-07-26,2025,7,26,21,2025-07-26 21,2025-07-26 21:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
301,22:00:00,2025-07-26,2025,7,26,22,2025-07-26 22,2025-07-26 22:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
302,23:00:00,2025-07-26,2025,7,26,23,2025-07-26 23,2025-07-26 23:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
303,00:00:00,2025-07-27,2025,7,27,0,2025-07-27 00,2025-07-27 00:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
304,01:00:00,2025-07-27,2025,7,27,1,2025-07-27 01,2025-07-27 01:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
305,02:00:00,2025-07-27,2025,7,27,2,2025-07-27 02,2025-07-27 02:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
306,03:00:00,2025-07-27,2025,7,27,3,2025-07-27 03,2025-07-27 03:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
307,04:00:00,2025-07-27,2025,7,27,4,2025-07-27 04,2025-07-27 04:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
308,05:00:00,2025-07-27,2025,7,27,5,2025-07-27 05,2025-07-27 05:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
309,06:00:00,2025-07-27,2025,7,27,6,2025-07-27 06,2025-07-27 06:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
310,07:00:00,2025-07-27,2025,7,27,7,2025-07-27 07,2025-07-27 07:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
311,08:00:00,2025-07-27,2025,7,27,8,2025-07-27 08,2025-07-27 08:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
312,09:00:00,2025-07-27,2025,7,27,9,2025-07-27 09,2025-07-27 09:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
313,10:00:00,2025-07-27,2025,7,27,10,2025-07-27 10,2025-07-27 10:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
314,11:00:00,2025-07-27,2025,7,27,11,2025-07-27 11,2025-07-27 11:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
315,12:00:00,2025-07-27,2025,7,27,12,2025-07-27 12,2025-07-27 12:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
316,13:00:00,2025-07-27,2025,7,27,13,2025-07-27 13,2025-07-27 13:00:00,2.99,2.107,7.73,,,,,,,,,,
317,14:00:00,2025-07-27,2025,7,27,14,2025-07-27 14,2025-07-27 14:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
318,15:00:00,2025-07-27,2025,7,27,15,2025-07-27 15,2025-07-27 15:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
319,16:00:00,2025-07-27,2025,7,27,16,2025-07-27 16,2025-07-27 16:00:00,2.99,2.107,7.73,,0.0,,,,,,,,
320,17:00:00,2025-07-27,2025,7,27,17,2025-07-27 17,2025-07-27 17:00:00,2.98,1.815,7.72,,0.0,,,,,,,,
321,18:00:00,2025-07-27,2025,7,27,18,2025-07-27 18,2025-07-27 18:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
322,19:00:00,2025-07-27,2025,7,27,19,2025-07-27 19,2025-07-27 19:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
323,20:00:00,2025-07-27,2025,7,27,20,2025-07-27 20,2025-07-27 20:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
324,21:00:00,2025-07-27,2025,7,27,21,2025-07-27 21,2025-07-27 21:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
325,22:00:00,2025-07-27,2025,7,27,22,2025-07-27 22,2025-07-27 22:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
326,23:00:00,2025-07-27,2025,7,27,23,2025-07-27 23,2025-07-27 23:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
327,00:00:00,2025-07-28,2025,7,28,0,2025-07-28 00,2025-07-28 00:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
328,01:00:00,2025-07-28,2025,7,28,1,2025-07-28 01,2025-07-28 01:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
329,02:00:00,2025-07-28,2025,7,28,2,2025-07-28 02,2025-07-28 02:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
330,03:00:00,2025-07-28,2025,7,28,3,2025-07-28 03,2025-07-28 03:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
331,04:00:00,2025-07-28,2025,7,28,4,2025-07-28 04,2025-07-28 04:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
332,05:00:00,2025-07-28,2025,7,28,5,2025-07-28 05,2025-07-28 05:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
333,06:00:00,2025-07-28,2025,7,28,6,2025-07-28 06,2025-07-28 06:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
334,07:00:00,2025-07-28,2025,7,28,7,2025-07-28 07,2025-07-28 07:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
335,08:00:00,2025-07-28,2025,7,28,8,2025-07-28 08,2025-07-28 08:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
336,09:00:00,2025-07-28,2025,7,28,9,2025-07-28 09,2025-07-28 09:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
337,10:00:00,2025-07-28,2025,7,28,10,2025-07-28 10,2025-07-28 10:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
338,11:00:00,2025-07-28,2025,7,28,11,2025-07-28 11,2025-07-28 11:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
339,12:00:00,2025-07-28,2025,7,28,12,2025-07-28 12,2025-07-28 12:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
340,13:00:00,2025-07-28,2025,7,28,13,2025-07-28 13,2025-07-28 13:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
341,14:00:00,2025-07-28,2025,7,28,14,2025-07-28 14,2025-07-28 14:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
342,15:00:00,2025-07-28,2025,7,28,15,2025-07-28 15,2025-07-28 15:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
343,16:00:00,2025-07-28,2025,7,28,16,2025-07-28 16,2025-07-28 16:00:00,2.97,1.532,7.71,,0.0,,,,,,,,
344,17:00:00,2025-07-28,2025,7,28,17,2025-07-28 17,2025-07-28 17:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
345,18:00:00,2025-07-28,2025,7,28,18,2025-07-28 18,2025-07-28 18:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
346,19:00:00,2025-07-28,2025,7,28,19,2025-07-28 19,2025-07-28 19:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
347,20:00:00,2025-07-28,2025,7,28,20,2025-07-28 20,2025-07-28 20:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
348,21:00:00,2025-07-28,2025,7,28,21,2025-07-28 21,2025-07-28 21:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
349,22:00:00,2025-07-28,2025,7,28,22,2025-07-28 22,2025-07-28 22:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
350,23:00:00,2025-07-28,2025,7,28,23,2025-07-28 23,2025-07-28 23:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
351,00:00:00,2025-07-29,2025,7,29,0,2025-07-29 00,2025-07-29 00:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
352,01:00:00,2025-07-29,2025,7,29,1,2025-07-29 01,2025-07-29 01:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
353,02:00:00,2025-07-29,2025,7,29,2,2025-07-29 02,2025-07-29 02:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
354,03:00:00,2025-07-29,2025,7,29,3,2025-07-29 03,2025-07-29 03:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
355,04:00:00,2025-07-29,2025,7,29,4,2025-07-29 04,2025-07-29 04:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
356,05:00:00,2025-07-29,2025,7,29,5,2025-07-29 05,2025-07-29 05:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
357,06:00:00,2025-07-29,2025,7,29,6,2025-07-29 06,2025-07-29 06:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
358,07:00:00,2025-07-29,2025,7,29,7,2025-07-29 07,2025-07-29 07:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
359,08:00:00,2025-07-29,2025,7,29,8,2025-07-29 08,2025-07-29 08:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
360,09:00:00,2025-07-29,2025,7,29,9,2025-07-29 09,2025-07-29 09:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
361,10:00:00,2025-07-29,2025,7,29,10,2025-07-29 10,2025-07-29 10:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
362,11:00:00,2025-07-29,2025,7,29,11,2025-07-29 11,2025-07-29 11:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
363,12:00:00,2025-07-29,2025,7,29,12,2025-07-29 12,2025-07-29 12:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
364,13:00:00,2025-07-29,2025,7,29,13,2025-07-29 13,2025-07-29 13:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
365,14:00:00,2025-07-29,2025,7,29,14,2025-07-29 14,2025-07-29 14:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
366,15:00:00,2025-07-29,2025,7,29,15,2025-07-29 15,2025-07-29 15:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
367,16:00:00,2025-07-29,2025,7,29,16,2025-07-29 16,2025-07-29 16:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
368,17:00:00,2025-07-29,2025,7,29,17,2025-07-29 17,2025-07-29 17:00:00,2.96,1.26,7.7,,0.0,,,,,,,,
369,18:00:00,2025-07-29,2025,7,29,18,2025-07-29 18,2025-07-29 18:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
370,19:00:00,2025-07-29,2025,7,29,19,2025-07-29 19,2025-07-29 19:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
371,20:00:00,2025-07-29,2025,7,29,20,2025-07-29 20,2025-07-29 20:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
372,21:00:00,2025-07-29,2025,7,29,21,2025-07-29 21,2025-07-29 21:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
373,22:00:00,2025-07-29,2025,7,29,22,2025-07-29 22,2025-07-29 22:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
374,23:00:00,2025-07-29,2025,7,29,23,2025-07-29 23,2025-07-29 23:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
375,00:00:00,2025-07-30,2025,7,30,0,2025-07-30 00,2025-07-30 00:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
376,01:00:00,2025-07-30,2025,7,30,1,2025-07-30 01,2025-07-30 01:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
377,02:00:00,2025-07-30,2025,7,30,2,2025-07-30 02,2025-07-30 02:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
378,03:00:00,2025-07-30,2025,7,30,3,2025-07-30 03,2025-07-30 03:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
379,04:00:00,2025-07-30,2025,7,30,4,2025-07-30 04,2025-07-30 04:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
380,05:00:00,2025-07-30,2025,7,30,5,2025-07-30 05,2025-07-30 05:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
381,06:00:00,2025-07-30,2025,7,30,6,2025-07-30 06,2025-07-30 06:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
382,07:00:00,2025-07-30,2025,7,30,7,2025-07-30 07,2025-07-30 07:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
383,08:00:00,2025-07-30,2025,7,30,8,2025-07-30 08,2025-07-30 08:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
384,09:00:00,2025-07-30,2025,7,30,9,2025-07-30 09,2025-07-30 09:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
385,10:00:00,2025-07-30,2025,7,30,10,2025-07-30 10,2025-07-30 10:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
386,11:00:00,2025-07-30,2025,7,30,11,2025-07-30 11,2025-07-30 11:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
